cand_id,receptor,energy,tanimoto,n_contacts,status
38,receptor_05,-4.489,0.20202222761670552,9,ok
38,receptor_06,-4.822,0.23298041948695428,10,ok
38,receptor_07,-4.36,0.10423801929462208,11,ok
38,receptor_08,-4.727,0.20781660633054344,9,ok
38,receptor_09,-4.545,0.10390830316527172,7,ok
38,receptor_10,-4.459,0.26342194335558616,7,ok
39,1xq8,-4.851,0.0,4,ok
39,receptor_01,-4.982,0.0,8,ok
39,receptor_02,-5.216,0.4095942669158416,8,ok
39,receptor_03,-4.691,0.012484217730421136,6,ok
39,receptor_04,-5.055,0.4844101046632691,7,ok
39,receptor_05,-4.374,0.2956275966454044,6,ok
39,receptor_06,-4.78,0.21627623851124458,6,ok
39,receptor_07,-4.149,0.2956275966454044,6,ok
39,receptor_08,-4.72,0.37691321605634237,6,ok
39,receptor_09,-4.501,0.29528558642482694,4,ok
39,receptor_10,-4.34,0.0,7,ok
56,receptor_04,-4.541,0.23834472016708558,9,ok
56,receptor_05,-4.022,0.4751127915684878,6,ok
56,receptor_06,-4.426,0.20202222761670555,9,ok
56,receptor_07,-3.804,0.15343855964472092,12,ok
56,receptor_08,-4.258,0.33030120371892524,4,ok
56,receptor_09,-4.532,0.1134583039207997,12,ok
56,receptor_10,-4.178,0.03745265319126342,8,ok
57,1xq8,-5.547,0.0,15,ok
57,receptor_01,-5.323,0.016962331759481194,11,ok
57,receptor_02,-5.272,0.2799033214771971,11,ok
57,receptor_03,-4.856,0.23834472016708558,9,ok
57,receptor_04,-4.986,0.4844101046632691,7,ok
57,receptor_05,-4.793,0.23834472016708558,9,ok
57,receptor_06,-4.974,0.16967550383304536,10,ok
57,receptor_07,-4.501,0.07864664381796138,8,ok
57,receptor_08,-4.832,0.09720698077808064,6,ok
57,receptor_09,-4.776,0.24308094742570194,11,ok
57,receptor_10,-4.919,0.1928360716774705,11,ok
58,1xq8,-5.248,0.0,12,ok
58,receptor_01,-4.978,0.0,9,ok
12,receptor_08,-4.668,0.2323386078563253,8,ok
12,receptor_09,-4.476,0.24308094742570194,11,ok
12,receptor_10,-5.099,0.0,8,ok
13,1xq8,-3.677,0.0,8,ok
13,receptor_01,-3.666,0.06603766022429397,10,ok
13,receptor_02,-3.686,0.4344139496810663,9,ok
13,receptor_03,-3.55,0.23834472016708558,9,ok
13,receptor_04,-3.404,0.35479684803403483,9,ok
13,receptor_05,-3.264,0.02496843546084227,7,ok
13,receptor_06,-3.588,0.008481165879740595,10,ok
13,receptor_07,-3.129,0.2560771669766011,7,ok
13,receptor_08,-3.457,0.20781660633054344,9,ok
13,receptor_09,-3.367,0.25607716697660104,7,ok
13,receptor_10,-3.696,0.0,7,ok
14,1xq8,-5.715,0.0,8,ok
14,receptor_01,-5.635,0.0,11,ok
14,receptor_02,-6.085,0.29686428066324,12,ok
14,receptor_03,-5.75,0.3004472134706833,9,ok
14,receptor_04,-5.749,0.31293143120110445,10,ok
14,receptor_05,-5.523,0.1928360716774705,11,ok
16,receptor_04,-4.896,0.19295597749796828,10,ok
16,receptor_05,-4.566,0.4944380514000767,7,ok
16,receptor_06,-4.975,0.20202222761670557,9,ok
16,receptor_07,-4.232,0.44575958500009133,5,ok
16,receptor_08,-4.971,0.2078166063305435,9,ok
16,receptor_09,-5.152,0.18273554373872286,10,ok
16,receptor_10,-4.923,0.0,7,ok
17,1xq8,-3.781,0.0,7,ok
17,receptor_01,-3.49,0.0,7,ok
17,receptor_02,-3.879,0.2856977001910351,11,ok
17,receptor_03,-3.114,0.3479872101890377,8,ok
17,receptor_04,-3.46,0.3283086475049037,8,ok
17,receptor_05,-3.043,0.10928050492363876,9,ok
17,receptor_06,-3.507,0.24192275275261885,6,ok
17,receptor_07,-3.086,0.08101301123340918,10,ok
17,receptor_08,-3.264,0.2513009310064074,9,ok
17,receptor_09,-3.332,0.2792870712156548,5,ok
17,receptor_10,-3.149,0.0,7,ok
18,1xq8,-4.33,0.0,5,ok
18,receptor_01,-4.314,0.0,5,ok
47,receptor_03,-3.578,0.3303012037189253,4,ok
47,receptor_04,-3.594,0.1096911985085018,7,ok
47,receptor_05,-3.701,0.3769132160563425,6,ok
47,receptor_06,-4.107,0.20202222761670557,9,ok
47,receptor_07,-3.234,0.08694734397922892,7,ok
47,receptor_08,-3.914,0.015341728164052434,8,ok
47,receptor_09,-3.96,0.1668104612756761,11,ok
47,receptor_10,-3.351,0.20202222761670557,9,ok
48,1xq8,-5.777,0.0,6,ok
48,receptor_01,-5.224,0.0,9,ok
48,receptor_02,-5.987,0.26852320352850206,13,ok
48,receptor_03,-4.77,0.2560771669766011,7,ok
48,receptor_04,-4.983,0.35479684803403483,9,ok
48,receptor_05,-5.136,0.2133762847062433,7,ok
48,receptor_06,-5.476,0.08694734397922892,7,ok
48,receptor_07,-4.863,0.22477756551658631,10,ok
48,receptor_08,-5.581,0.18081518471071142,12,ok
48,receptor_09,-5.198,0.3479872101890377,8,ok
48,receptor_10,-5.209,0.0,7,ok
49,1xq8,-4.929,0.0,10,ok
0,1xq8,-4.061,0.015341728164052432,8,ok
0,receptor_01,-3.995,0.0,10,ok
0,receptor_02,-4.237,0.27757635757956844,8,ok
0,receptor_03,-3.597,0.27928707121565477,5,ok
0,receptor_04,-4.058,0.36895172338210314,6,ok
0,receptor_05,-3.617,0.44002949918430284,4,ok
0,receptor_06,-4.07,0.32892643674610406,7,ok
0,receptor_07,-3.17,0.23853361828045372,5,ok
0,receptor_08,-3.792,0.13852060952279022,7,ok
0,receptor_09,-3.865,0.24192275275261882,6,ok
0,receptor_10,-3.827,0.3890076168557181,6,ok
1,1xq8,-5.201,0.0,7,ok
1,receptor_01,-5.045,0.0,8,ok
1,receptor_02,-5.576,0.3194095366207653,10,ok
1,receptor_03,-4.812,0.2702315812005833,8,ok
1,receptor_04,-5.059,0.25082893789750677,10,ok
1,receptor_05,-4.598,0.2560771669766011,7,ok
1,receptor_06,-4.886,0.16681046127567606,11,ok
1,receptor_07,-4.964,0.20202222761670552,9,ok
1,receptor_08,-4.913,0.21337628470624329,7,ok
21,receptor_09,-3.812,0.16839390242018934,5,ok
21,receptor_10,-3.909,0.0,7,ok
22,1xq8,-3.774,0.0,5,ok
22,receptor_01,-3.682,0.0,6,ok
22,receptor_02,-3.758,0.3621416244130199,9,ok
22,receptor_03,-3.415,0.2702315812005833,8,ok
22,receptor_04,-3.766,0.4844101046632692,7,ok
22,receptor_05,-3.489,0.31196812207515406,7,ok
22,receptor_06,-3.683,0.25607716697660104,7,ok
22,receptor_07,-3.156,0.2702315812005833,8,ok
22,receptor_08,-3.716,0.20781660633054344,9,ok
22,receptor_09,-3.318,0.21337628470624329,7,ok
22,receptor_10,-3.237,0.24192275275261882,6,ok
23,1xq8,-3.596,0.0,7,ok
23,receptor_01,-3.585,0.0,8,ok
23,receptor_02,-3.929,0.40959426691584166,8,ok
23,receptor_03,-3.492,0.29562759664540444,6,ok
23,receptor_04,-4.145,0.42593479234559123,9,ok
23,receptor_05,-3.212,0.2956275966454044,6,ok
23,receptor_06,-3.658,0.4457595850000913,5,ok
3,receptor_07,-4.563,0.3119681220751541,7,ok
3,receptor_08,-4.718,0.27928707121565477,5,ok
3,receptor_09,-4.757,0.15759017664949845,10,ok
3,receptor_10,-4.892,0.08740089942042695,11,ok
4,1xq8,-5.96,0.0009408365554456228,14,ok
4,receptor_01,-5.958,0.05691309664449005,12,ok
4,receptor_02,-6.247,0.2637851487368285,10,ok
4,receptor_03,-5.548,0.1760307459018537,12,ok
4,receptor_04,-5.409,0.2243553885611154,11,ok
4,receptor_05,-5.482,0.19283607167747052,11,ok
4,receptor_06,-6.005,0.19481990814574676,13,ok
4,receptor_07,-5.255,0.26852320352850206,13,ok
4,receptor_08,-5.831,0.24711072646099616,12,ok
4,receptor_09,-5.761,0.1760307459018537,12,ok
4,receptor_10,-5.895,0.0,8,ok
5,1xq8,-5.455,0.0,10,ok
5,receptor_01,-5.059,0.07179272660723157,9,ok
